source,service,action,access,description,risk_category_credentialexposure,risk_category_dataaccess,risk_category_privesc,risk_category_resourceexposure
aws,Amazon QuickSight,quicksight:UpdateGroup,Write,Grants permission to change group description,0,0,0,1
aws,Amazon QuickSight,quicksight:UpdateIAMPolicyAssignment,Write,Grants permission to update an existing assignment,0,0,0,1
aws,Amazon QuickSight,quicksight:UpdateTemplatePermissions,Permissions management,Grants permission to update permissions for a template,0,0,0,1
aws,Amazon QuickSight,quicksight:UpdateUser,Write,Grants permission to update an Amazon QuickSight user,0,0,0,1
aws,AWS Resource Access Manager (RAM),ram:AcceptResourceShareInvitation,Write,Grants permission to accept the specified resource share invitation,0,0,0,1
aws,AWS Resource Access Manager (RAM),ram:AssociateResourceShare,Write,Grants permission to associate resource(s) and/or principal(s) to a resource share,0,0,0,1
aws,AWS Resource Access Manager (RAM),ram:CreateResourceShare,Write,Grants permission to create a resource share with provided resource(s) and/or principal(s),0,0,0,1
aws,AWS Resource Access Manager (RAM),ram:DeleteResourceShare,Write,Grants permission to delete resource share,0,0,0,1
aws,AWS Resource Access Manager (RAM),ram:DisassociateResourceShare,Write,Grants permission to disassociate resource(s) and/or principal(s) from a resource share,0,0,0,1
aws,AWS Resource Access Manager (RAM),ram:EnableSharingWithAwsOrganization,Permissions management,Grants permission to access customer's organization and create a SLR in the customer's account,0,0,0,1
aws,AWS Resource Access Manager (RAM),ram:RejectResourceShareInvitation,Write,Grants permission to reject the specified resource share invitation,0,0,0,1
aws,AWS Resource Access Manager (RAM),ram:UpdateResourceShare,Write,Grants permission to update attributes of the resource share,0,0,0,1
aws,Amazon RDS IAM Authentication,rds-db:connect,Permissions management,Allows IAM role or user to connect to RDS database,1,0,0,1
aws,"Amazon RDS, Neptune & DocumentDB",rds:AuthorizeDBSecurityGroupIngress,Permissions management,Grants permission to enable ingress to a DBSecurityGroup using one of two forms of authorization,0,0,0,1
aws,Amazon Redshift,redshift:AuthorizeSnapshotAccess,Permissions management,Grants permission to the specified AWS account to restore a snapshot,0,0,0,1
aws,Amazon Redshift,redshift:CreateClusterUser,Permissions management,Grants permission to automatically create the specified Amazon Redshift user if it does not exist,0,0,0,1
aws,Amazon Redshift,redshift:CreateSnapshotCopyGrant,Permissions management,Grants permission to create a snapshot copy grant and encrypt copied snapshots in a destination AWS Region,0,0,0,1
aws,Amazon Redshift,redshift:JoinGroup,Permissions management,Grants permission to join the specified Amazon Redshift group,0,0,0,1
aws,Amazon Redshift,redshift:ModifyClusterIamRoles,Permissions management,Grants permission to modify the list of AWS Identity and Access Management (IAM) roles that can be used by a cluster to access other AWS services,0,0,0,1
aws,Amazon Redshift,redshift:RevokeSnapshotAccess,Permissions management,Grants permission to revoke access from the specified AWS account to restore a snapshot,0,0,0,1
aws,Amazon Route 53 Resolver,route53resolver:PutResolverRulePolicy,Permissions management,"Grants permission to specify an AWS account that you want to share rules with, the Resolver rules that you want to share, and the operations that you want the account to be able to perform on those rules",0,0,0,1
aws,Amazon S3,s3:BypassGovernanceRetention,Permissions management,Grants permission to allow circumvention of governance-mode object retention settings,0,0,0,1
aws,Amazon S3,s3:DeleteAccessPointPolicy,Permissions management,Grants permission to delete the policy on a specified access point,0,0,0,1
aws,Amazon S3,s3:DeleteBucketPolicy,Permissions management,Grants permission to delete the policy on a specified bucket,0,0,0,1
aws,Amazon S3,s3:ObjectOwnerOverrideToBucketOwner,Permissions management,Grants permission to change replica ownership,0,0,0,1
aws,Amazon S3,s3:PutAccessPointPolicy,Permissions management,Grants permission to associate an access policy with a specified access point,0,0,0,1
aws,Amazon S3,s3:PutAccountPublicAccessBlock,Permissions management,Grants permission to create or modify the PublicAccessBlock configuration for an AWS account,0,0,0,1
aws,Amazon S3,s3:PutBucketAcl,Permissions management,Grants permission to set the permissions on an existing bucket using access control lists (ACLs),0,0,0,1
aws,Amazon S3,s3:PutBucketPolicy,Permissions management,Grants permission to add or replace a bucket policy on a bucket,0,0,0,1
aws,Amazon S3,s3:PutBucketPublicAccessBlock,Permissions management,Grants permission to create or modify the PublicAccessBlock configuration for a specific Amazon S3 bucket,0,0,0,1
aws,Amazon S3,s3:PutObjectAcl,Permissions management,Grants permission to set the access control list (ACL) permissions for new or existing objects in an S3 bucket,0,0,0,1
aws,Amazon S3,s3:PutObjectVersionAcl,Permissions management,Grants permission to use the acl subresource to set the access control list (ACL) permissions for an object that already exists in a bucket,0,0,0,1
aws,AWS Secrets Manager,secretsmanager:DeleteResourcePolicy,Permissions management,Grants permission to delete the resource policy attached to a secret,0,0,0,1
aws,AWS Secrets Manager,secretsmanager:PutResourcePolicy,Permissions management,Grants permission to attach a resource policy to a secret,0,0,0,1
aws,AWS Secrets Manager,secretsmanager:ValidateResourcePolicy,Permissions management,Grants permission to validate a resource policy before attaching policy,0,0,0,1
aws,AWS Service Catalog,servicecatalog:CreatePortfolioShare,Permissions management,Grants permission to share a portfolio you own with another AWS account,0,0,0,1
aws,AWS Service Catalog,servicecatalog:DeletePortfolioShare,Permissions management,Grants permission to unshare a portfolio you own from an AWS account you previously shared the portfolio with,0,0,0,1
aws,Amazon SNS,sns:AddPermission,Permissions management,"Grants permission to add a statement to a topic's access control policy, granting access for the specified AWS accounts to the specified actions",0,0,0,1
aws,Amazon SNS,sns:CreateTopic,Write,Grants permission to create a topic to which notifications can be published,0,0,0,1
aws,Amazon SNS,sns:RemovePermission,Permissions management,Grants permission to remove a statement from a topic's access control policy,0,0,0,1
aws,Amazon SNS,sns:SetTopicAttributes,Permissions management,Grants permission to allow a topic owner to set an attribute of the topic to a new value,0,0,0,1
aws,Amazon SQS,sqs:AddPermission,Permissions management,Grants permission to a queue for a specific principal,0,0,0,1
aws,Amazon SQS,sqs:CreateQueue,Write,"Grants permission to create a new queue, or returns the URL of an existing one",0,0,0,1
aws,Amazon SQS,sqs:RemovePermission,Permissions management,Grants permission to revoke any permissions in the queue policy that matches the specified Label parameter,0,0,0,1
aws,Amazon SQS,sqs:SetQueueAttributes,Write,Grants permission to set the value of one or more queue attributes,0,0,0,1
aws,AWS Systems Manager,ssm:ModifyDocumentPermission,Permissions management,Grants permission to share a custom SSM document publicly or privately with specified AWS accounts,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:AddMemberToGroup,Write,Grants permission to add a member to a group in the directory that AWS IAM Identity Center provides by default,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:CreateAlias,Write,Grants permission to create an alias for the directory that AWS IAM Identity Center provides by default,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:CreateGroup,Write,Grants permission to create a group in the directory that AWS IAM Identity Center provides by default,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:CreateUser,Write,Grants permission to create a user in the directory that AWS IAM Identity Center provides by default,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:DeleteGroup,Write,Grants permission to delete a group from the directory that AWS IAM Identity Center provides by default,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:DeleteUser,Write,Grants permission to delete a user from the directory that AWS IAM Identity Center provides by default,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:DisableUser,Write,Grants permission to deactivate a user in the directory that AWS IAM Identity Center provides by default,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:EnableUser,Write,Grants permission to activate user in the directory that AWS IAM Identity Center provides by default,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:RemoveMemberFromGroup,Write,Grants permission to remove a member that is part of a group in the directory that AWS IAM Identity Center provides by default,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:UpdateGroup,Write,Grants permission to update information about a group in the directory that AWS IAM Identity Center provides by default,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:UpdatePassword,Write,Grants permission to update a password by sending password reset link via email or generating one time password for a user in the directory that AWS IAM Identity Center provides by default,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:UpdateUser,Write,Grants permission to update user information in the directory that AWS IAM Identity Center provides by default,0,0,0,1
aws,AWS IAM Identity Center Directory,sso-directory:VerifyEmail,Write,Grants permission to verify an email address of an User,0,0,0,1
aws,AWS IAM Identity Center,sso:AssociateDirectory,Write,Grants permission to connect a directory to be used by AWS IAM Identity Center,0,0,0,1
aws,AWS IAM Identity Center,sso:AssociateProfile,Write,Grants permission to create an association between a directory user or group and a profile,0,0,0,1
aws,AWS IAM Identity Center,sso:CreateApplicationInstance,Write,Grants permission to add an application instance to AWS IAM Identity Center,0,0,0,1
aws,AWS IAM Identity Center,sso:CreateApplicationInstanceCertificate,Write,Grants permission to add a new certificate for an application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:CreatePermissionSet,Write,Grants permission to create a permission set,0,0,0,1
aws,AWS IAM Identity Center,sso:CreateProfile,Write,Grants permission to create a profile for an application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:CreateTrust,Write,Grants permission to create a federation trust in a target account,0,0,0,1
aws,AWS IAM Identity Center,sso:DeleteApplicationInstance,Write,Grants permission to delete the application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:DeleteApplicationInstanceCertificate,Write,Grants permission to delete an inactive or expired certificate from the application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:DeletePermissionSet,Write,Grants permission to delete a permission set,0,0,0,1
aws,AWS IAM Identity Center,sso:DeletePermissionsPolicy,Permissions management,Grants permission to delete the permission policy associated with a permission set,0,0,0,1
aws,AWS IAM Identity Center,sso:DeleteProfile,Write,Grants permission to delete the profile for an application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:DisassociateDirectory,Write,Grants permission to disassociate a directory to be used by AWS IAM Identity Center,0,0,0,1
aws,AWS IAM Identity Center,sso:DisassociateProfile,Write,Grants permission to disassociate a directory user or group from a profile,0,0,0,1
aws,AWS IAM Identity Center,sso:ImportApplicationInstanceServiceProviderMetadata,Write,Grants permission to update the application instance by uploading an application SAML metadata file provided by the service provider,0,0,0,1
aws,AWS IAM Identity Center,sso:PutPermissionsPolicy,Permissions management,Grants permission to add a policy to a permission set,0,0,0,1
aws,AWS IAM Identity Center,sso:StartSSO,Write,Grants permission to initialize AWS IAM Identity Center,0,0,0,1
aws,AWS IAM Identity Center,sso:UpdateApplicationInstanceActiveCertificate,Write,Grants permission to set a certificate as the active one for this application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:UpdateApplicationInstanceDisplayData,Write,Grants permission to update display data of an application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:UpdateApplicationInstanceResponseConfiguration,Write,Grants permission to update federation response configuration for the application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:UpdateApplicationInstanceResponseSchemaConfiguration,Write,Grants permission to update federation response schema configuration for the application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:UpdateApplicationInstanceSecurityConfiguration,Write,Grants permission to update security details for the application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:UpdateApplicationInstanceServiceProviderConfiguration,Write,Grants permission to update service provider related configuration for the application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:UpdateApplicationInstanceStatus,Write,Grants permission to update the status of an application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:UpdateDirectoryAssociation,Write,Grants permission to update the user attribute mappings for your connected directory,0,0,0,1
aws,AWS IAM Identity Center,sso:UpdatePermissionSet,Permissions management,Grants permission to update the permission set,0,0,0,1
aws,AWS IAM Identity Center,sso:UpdateProfile,Write,Grants permission to update the profile for an application instance,0,0,0,1
aws,AWS IAM Identity Center,sso:UpdateSSOConfiguration,Write,Grants permission to update the configuration for the current SSO instance,0,0,0,1
aws,AWS IAM Identity Center,sso:UpdateTrust,Write,Grants permission to update the federation trust in a target account,0,0,0,1
aws,AWS Storage Gateway,storagegateway:DeleteChapCredentials,Write,Grants permission to delete Challenge-Handshake Authentication Protocol (CHAP) credentials for a specified iSCSI target and initiator pair,0,0,0,1
aws,AWS Storage Gateway,storagegateway:SetLocalConsolePassword,Write,Grants permission to set the password for your VM local console,0,0,0,1
aws,AWS Storage Gateway,storagegateway:SetSMBGuestPassword,Write,Grants permission to set the password for SMB Guest user,0,0,0,1
aws,AWS Storage Gateway,storagegateway:UpdateChapCredentials,Write,Grants permission to update the Challenge-Handshake Authentication Protocol (CHAP) credentials for a specified iSCSI target,0,0,0,1
aws,AWS WAF Regional,waf-regional:DeletePermissionPolicy,Permissions management,Grants permission to delete an IAM policy from a rule group,0,0,0,1
aws,AWS WAF Regional,waf-regional:PutPermissionPolicy,Permissions management,"Grants permission to attach an IAM policy to a specified rule group, to support rule group sharing between accounts",0,0,0,1
aws,AWS WAF,waf:DeletePermissionPolicy,Permissions management,Grants permission to delete an IAM policy from a rule group,0,0,0,1
aws,AWS WAF,waf:PutPermissionPolicy,Permissions management,"Grants permission to attach an IAM policy to a rule group, to share the rule group between accounts",0,0,0,1
aws,AWS WAF V2,wafv2:CreateWebACL,Write,Grants permission to create a WebACL,0,0,0,1
aws,AWS WAF V2,wafv2:DeletePermissionPolicy,Permissions management,Grants permission to delete the PermissionPolicy on a RuleGroup,0,0,0,1
aws,AWS WAF V2,wafv2:DeleteWebACL,Write,Grants permission to delete a WebACL,0,0,0,1
aws,AWS WAF V2,wafv2:PutPermissionPolicy,Permissions management,"Grants permission to attach an IAM policy to a resource, used to share rule groups between accounts",0,0,0,1
aws,AWS WAF V2,wafv2:UpdateWebACL,Write,Grants permission to update a WebACL,0,0,0,1
aws,Amazon WorkLink,worklink:UpdateDevicePolicyConfiguration,Write,Grants permission to update the device policy configuration for an Amazon WorkLink fleet,0,0,0,1
aws,Amazon WorkMail,workmail:ResetPassword,Write,Grants permission to allow the administrator to reset the password for a user,0,0,0,1
aws,AWS X-Ray,xray:PutEncryptionConfig,Permissions management,Grants permission to update the encryption configuration for X-Ray data,0,0,0,1
